Type,Rooms,Size,Location,Zip code,Price,Region,Bedrooms,Bathrooms,Equipped kitchen,Terrace/Balcony,Parking space,Ground,Garage,Pool,Cellar,Construction date,Construction materials,Website
Maison,6 pièces,126,Saint-Denis-d'Orques,72350,90 525,pays-de-la-loire,4,1,No,Yes,0,434,No,No,Yes,1800,Pierres,https://www.orpi.com/annonce-vente-maison-t6-saint-denis-d-orques-72350-b-e2glxu/
Maison,6 pièces,119,Saint-Pavace,72190,243 800,pays-de-la-loire,4,2,Yes,Yes,2,403,Yes,No,No,1975,Parpaings,https://www.orpi.com/annonce-vente-maison-t6-saint-pavace-72190-b-e2rjud/
Maison,9 pièces,178,Fresnay-sur-Sarthe,72130,135 000,pays-de-la-loire,3,1,Yes,No,2,130,No,No,Yes,1850,Pierres,https://www.orpi.com/annonce-vente-maison-t9-fresnay-sur-sarthe-72130-b-e2wosl/
Maison,6 pièces,170,Fresnay-sur-Sarthe,72130,273 000,pays-de-la-loire,3,2,Yes,Yes,4,255,No,No,Yes,,Pierres,https://www.orpi.com/annonce-vente-maison-t6-fresnay-sur-sarthe-72130-b-e2yagg/
Maison,4 pièces,65,Fresnay-sur-Sarthe,72130,57 000,pays-de-la-loire,3,1,No,No,1,80,Yes,No,No,1850,Pierres,https://www.orpi.com/annonce-vente-maison-t4-fresnay-sur-sarthe-72130-b-e2lcu0/
Maison,3 pièces,50,Louvigny,72600,48 000,pays-de-la-loire,1,1,No,No,2,125,Yes,No,Yes,1850,,https://www.orpi.com/annonce-vente-maison-t3-louvigny-72600-b-e2xu10/
Maison,7 pièces,195,Malicorne-sur-Sarthe,72270,149 800,pays-de-la-loire,5,2,No,Yes,1,425,Yes,No,No,1800,Pierres,https://www.orpi.com/annonce-vente-maison-t7-malicorne-sur-sarthe-72270-b-e2krvq/
Maison,16 pièces,346,Roézé-sur-Sarthe,72210,388 500,pays-de-la-loire,8,,No,No,0,14354,No,No,No,1700,,https://www.orpi.com/annonce-vente-maison-t16-roeze-sur-sarthe-72210-b-e2ob08/
Appartement,3 pièces,102,Le Mans- Malpalu,72000,204 750,pays-de-la-loire,2,2,Yes,Yes,0,0,No,No,Yes,2019,Parpaings,https://www.orpi.com/annonce-vente-appartement-t3-le-mans-72000-b-e2s4c2/
Maison,8 pièces,350,Assé-le-Boisne,72130,320 000,pays-de-la-loire,3,2,Yes,No,10,5000,No,No,No,1880,Pierres,https://www.orpi.com/annonce-vente-maison-t8-asse-le-boisne-72130-b-e1xh3q/
Maison,4 pièces,102,Saint-Léonard-des-Bois,72130,124 000,pays-de-la-loire,3,2,Yes,No,2,1258,Yes,No,Yes,1948,Pierres,https://www.orpi.com/annonce-vente-maison-t4-saint-leonard-des-bois-72130-b-e2wdjv/
Maison,6 pièces,140,Mont-Saint-Jean,72140,252 000,pays-de-la-loire,4,1,Yes,Yes,8,15768,Yes,No,No,1850,Pierres,https://www.orpi.com/annonce-vente-maison-t6-mont-saint-jean-72140-b-e2lxrg/
Maison,4 pièces,107,Montreuil-le-Chétif,72130,160 000,pays-de-la-loire,3,1,Yes,Yes,2,412,No,No,No,1800,Pierres,https://www.orpi.com/annonce-vente-maison-t4-montreuil-le-chetif-72130-b-e2rtbd/
Maison,6 pièces,117,Fresnay-sur-Sarthe,72130,150 000,pays-de-la-loire,4,,Yes,Yes,0,220,No,No,Yes,,Pierres,https://www.orpi.com/annonce-vente-maison-t6-fresnay-sur-sarthe-72130-b-e2howp/
Maison,,130,Le Bois-Plage-en-Ré,17580,572 000,nouvelle-aquitaine,,,No,No,0,118,No,No,No,,,https://www.orpi.com/annonce-vente-maison-le-bois-plage-en-re-17580-700-022033-179/
Maison,3 pièces,83,Montrol-Sénard,87330,151 000,nouvelle-aquitaine,2,1,No,No,0,16790,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-montrol-senard-87330-7861-119019-920/
Maison,5 pièces,132,Courçon,17170,294 000,nouvelle-aquitaine,4,1,No,No,0,727,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-courcon-17170-3314-022922-327/
Maison,4 pièces,100,Boucau,64340,420 000,nouvelle-aquitaine,3,,No,No,0,507,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-boucau-64340-2724-067053-955/
Maison,5 pièces,177,Châtelaillon-Plage,17340,985 000,nouvelle-aquitaine,3,1,No,No,0,629,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-chatelaillon-plage-17340-3303-022922-032/
Maison,3 pièces,95,Vicq-d'Auribat,40380,239 900,nouvelle-aquitaine,2,,No,No,0,811,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-vicq-d-auribat-40380-842-044052-402/
Maison,9 pièces,300,Pessac- Sardine,33600,2 100 000,nouvelle-aquitaine,5,1,No,No,0,4275,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t9-pessac-33600-7296-030073-173/
Maison,3 pièces,63,Couzeix,87270,151 000,nouvelle-aquitaine,2,,No,No,0,193,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-couzeix-87270-6502-119008-550/
Appartement,4 pièces,158,Oloron-Sainte-Marie- Jardin Public,64400,265 500,nouvelle-aquitaine,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-oloron-sainte-marie-64400-1907-102038-833/
Maison,5 pièces,121,Limoges- Limoges Ouest - CHU,87000,213 000,nouvelle-aquitaine,3,,No,No,0,250,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-limoges-87000-6691-119008-419/
Maison,5 pièces,150,Saint-Laurent-sur-Gorre,87310,172 000,nouvelle-aquitaine,4,1,No,No,0,3277,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-saint-laurent-sur-gorre-87310-7008-119008-820/
Appartement,2 pièces,60,Jurançon,64110,119 500,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-jurancon-64110-5759-102012-894/
Appartement,3 pièces,70,Jurançon,64110,119 500,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-jurancon-64110-5760-102012-571/
Appartement,2 pièces,42,Bruges- Centre-ville,33520,219 967,nouvelle-aquitaine,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-bruges-33520-843-030944-034/
Maison,,62,Le Bois-Plage-en-Ré,17580,385 000,nouvelle-aquitaine,,,No,No,0,55,No,No,No,,,https://www.orpi.com/annonce-vente-maison-le-bois-plage-en-re-17580-738-022033-220/
Appartement,3 pièces,74,Saint-Martin-de-Ré,17410,585 000,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-saint-martin-de-re-17410-1380-022031-601/
Maison,5 pièces,157,Capbreton- Centre-ville - République,40130,428 000,nouvelle-aquitaine,4,1,No,No,0,546,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-capbreton-40130-44-044066-577/
Maison,,90,Le Bois-Plage-en-Ré,17580,499 000,nouvelle-aquitaine,,,No,No,0,80,No,No,No,,,https://www.orpi.com/annonce-vente-maison-le-bois-plage-en-re-17580-739-022033-828/
Maison,5 pièces,102,Limoges- Limoges Ouest - Ruchoux,87100,184 000,nouvelle-aquitaine,4,,No,No,0,513,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-limoges-87100-88-119023-448/
Maison,3 pièces,44,Capbreton- Bouhèbe - Civelle - Gaillou,40130,330 000,nouvelle-aquitaine,2,,No,No,0,188,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-capbreton-40130-691-044059-478/
Maison,6 pièces,141,Anglet- Cinq Cantons,64600,1 095 000,nouvelle-aquitaine,5,,No,No,0,480,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-anglet-64600-4661-067925-986/
Maison,4 pièces,82,Labatut,40300,129 000,nouvelle-aquitaine,3,,No,No,0,1375,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-labatut-40300-4492-044034-732/
Maison,4 pièces,82,Le Bois-Plage-en-Ré,17580,751 000,nouvelle-aquitaine,3,1,No,No,0,201,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-le-bois-plage-en-re-17580-741-022033-205/
Maison,4 pièces,90,Mérignac- Capeyron,33700,494 000,nouvelle-aquitaine,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-merignac-33700-2122-030939-561/
Maison,4 pièces,111,Saint-Vincent-de-Tyrosse,40230,285 000,nouvelle-aquitaine,3,,No,No,0,155,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-vincent-de-tyrosse-40230-682-044059-828/
Maison,4 pièces,89,Limoges- Limoges Ouest - Ruchoux,87000,224 500,nouvelle-aquitaine,3,1,No,No,0,519,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-limoges-87000-2585-119020-005/
Maison,5 pièces,147,Saint-Priest-Taurion,87480,255 000,nouvelle-aquitaine,,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-saint-priest-taurion-87480-2561-119020-551/
Appartement,2 pièces,45,Bordeaux- Godard,33300,192 000,nouvelle-aquitaine,,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-bordeaux-33300-7295-030073-111/
Maison,4 pièces,78,Saint-Vincent-de-Tyrosse,40230,280 000,nouvelle-aquitaine,3,1,No,No,0,353,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-vincent-de-tyrosse-40230-2003-044022-757/
Appartement,3 pièces,115,Pau- Centre-ville,64000,319 000,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-pau-64000-327-102040-960/
Appartement,4 pièces,99,Limoges- Limoges Nord,87000,108 800,nouvelle-aquitaine,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-limoges-87000-17841-119022-914/
Maison,4 pièces,140,Bergerac- Centre-ville,24100,172 000,nouvelle-aquitaine,3,1,No,No,0,186,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-bergerac-24100-1845-101028-434/
Maison,4 pièces,88,La Rochelle- Tasdon,17000,275 000,nouvelle-aquitaine,3,1,No,No,0,307,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-la-rochelle-17000-460-022041-027/
Maison,5 pièces,110,Laà-Mondrans,64300,229 500,nouvelle-aquitaine,4,1,No,No,0,2000,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-laa-mondrans-64300-621-102039-884/
Maison,3 pièces,70,Marennes,17320,253 950,nouvelle-aquitaine,2,1,No,No,0,409,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-marennes-17320-11603-089901-823/
Appartement,3 pièces,56,Saint-Médard-en-Jalles- Centre-ville,33160,199 000,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-saint-medard-en-jalles-33160-236-030088-846/
Appartement,3 pièces,82,La Rochelle- Centre-ville - Marché,17000,422 500,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-la-rochelle-17000-6843-022008-433/
Appartement,2 pièces,45,Agen- Rocher de Saint-Esprit - Hôpital,47000,98 200,nouvelle-aquitaine,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-agen-47000-261-126907-633/
Appartement,2 pièces,48,Bayonne- Petit-Bayonne,64100,210 000,nouvelle-aquitaine,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-bayonne-64100-4803-067042-061/
Appartement,4 pièces,82,Brive-la-Gaillarde- Chantat,19100,124 500,nouvelle-aquitaine,3,2,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-brive-la-gaillarde-19100-192960-101034-637/
Appartement,3 pièces,100,Billère- La Plaine,64140,275 600,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-billere-64140-1141-102034-525/
Maison,4 pièces,100,Soorts-Hossegor,40150,598 000,nouvelle-aquitaine,3,,No,No,0,680,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-soorts-hossegor-40150-1690-044049-524/
Appartement,2 pièces,50,Seignosse,40510,255 000,nouvelle-aquitaine,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-seignosse-40510-4147-044019-328/
Maison,6 pièces,150,Couzeix,87270,336 000,nouvelle-aquitaine,5,1,No,No,0,1420,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-couzeix-87270-2402-119015-828/
Maison,4 pièces,106,Morcenx,40110,160 500,nouvelle-aquitaine,3,1,No,No,0,1815,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-morcenx-40110-2227-044928-064/
Maison,3 pièces,134,Limoges- Limoges Ouest - CHU,87000,224 500,nouvelle-aquitaine,3,1,No,No,0,359,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-limoges-87000-6994-119008-818/
Appartement,3 pièces,63,Soorts-Hossegor,40150,498 000,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-soorts-hossegor-40150-4153-044019-059/
Maison,8 pièces,300,Lamonzie-Saint-Martin,24680,475 500,nouvelle-aquitaine,6,1,No,No,0,7855,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t8-lamonzie-saint-martin-24680-1807-101028-771/
Maison,4 pièces,77,La Force,24130,129 500,nouvelle-aquitaine,3,,No,No,0,93,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-la-force-24130-1870-101028-357/
Maison,5 pièces,130,La Force,24130,293 500,nouvelle-aquitaine,4,1,No,No,0,1412,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-la-force-24130-1854-101028-582/
Appartement,3 pièces,58,Capbreton- Dunes - Croix du Sud - Pointe,40130,345 000,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-capbreton-40130-4168-044019-702/
Maison,4 pièces,101,Préchacq-les-Bains,40465,259 000,nouvelle-aquitaine,3,,No,No,0,1000,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-prechacq-les-bains-40465-838-044052-026/
Appartement,2 pièces,44,Soorts-Hossegor,40150,435 000,nouvelle-aquitaine,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-soorts-hossegor-40150-4163-044019-453/
Appartement,5 pièces,75,Mont-de-Marsan- Centre-ville,40000,225 000,nouvelle-aquitaine,4,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t5-mont-de-marsan-40000-2074-044054-116/
Appartement,4 pièces,87,Mont-de-Marsan- Dagas - Beillet Chourié,40000,236 000,nouvelle-aquitaine,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-mont-de-marsan-40000-2225-044054-645/
Maison,4 pièces,93,Saint-André-de-Seignanx,40390,423 000,nouvelle-aquitaine,3,,No,No,0,1265,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-andre-de-seignanx-40390-2000-044022-558/
Appartement,4 pièces,87760,Saint-Vincent-de-Tyrosse,40230,245 000,nouvelle-aquitaine,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-saint-vincent-de-tyrosse-40230-2006-044022-131/
Maison,7 pièces,231,Sames,64520,498 750,nouvelle-aquitaine,6,3,No,No,0,2902,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-sames-64520-38-044066-830/
Maison,4 pièces,91,Lahonce,64990,459 000,nouvelle-aquitaine,3,1,No,No,0,353,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-lahonce-64990-987-067048-425/
Maison,3 pièces,63,Bruges- Tasta Sud - Petit Bruges - Béquigneaux,33520,299 620,nouvelle-aquitaine,2,1,No,No,0,60,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-bruges-33520-833-030944-369/
Maison,3 pièces,75,Saint-Pierre-d'Oléron,17310,265 450,nouvelle-aquitaine,2,1,No,No,0,620,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-saint-pierre-d-oleron-17310-11590-089002-211/
Maison,3 pièces,45,Les Mathes- La Palmyre,17570,205 725,nouvelle-aquitaine,2,,No,No,0,25,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-les-mathes-17570-5894-089917-411/
Maison,5 pièces,228,Marennes,17320,243 450,nouvelle-aquitaine,4,1,No,No,0,245,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-marennes-17320-11272-089901-353/
Maison,4 pièces,91,Arvert,17530,332 200,nouvelle-aquitaine,3,,No,No,0,1000,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-arvert-17530-11597-089002-698/
Maison,3 pièces,103,Ambarès-et-Lagrave- La Blanche - Bernatet - Saint-Denis - Chemin de Vie - Garlop,33440,314 000,nouvelle-aquitaine,2,1,No,No,0,960,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-ambares-et-lagrave-33440-332-030082-421/
Maison,2 pièces,220,Niort- Centre-ville,79000,598 500,nouvelle-aquitaine,1,1,No,No,0,1000,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t2-niort-79000-462-076048-930/
Appartement,2 pièces,49,Capbreton- Centre-ville - République,40130,220 000,nouvelle-aquitaine,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-capbreton-40130-616-044059-959/
Maison,4 pièces,94,Saint-Vincent-de-Tyrosse,40230,295 000,nouvelle-aquitaine,3,1,No,No,0,613,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-vincent-de-tyrosse-40230-1675-044049-096/
Maison,3 pièces,73,Les Mathes- La Palmyre,17570,367 500,nouvelle-aquitaine,2,,No,No,0,60,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-les-mathes-17570-5901-089917-914/
Maison,5 pièces,90,Niort- Saint-Florent,79000,196 100,nouvelle-aquitaine,4,2,No,No,0,344,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-niort-79000-460-076048-146/
Appartement,2 pièces,63,Rochefort- Centre-ville,17300,332 500,nouvelle-aquitaine,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-rochefort-17300-1463-089024-481/
Maison,4 pièces,91,Surin,79220,169 600,nouvelle-aquitaine,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-surin-79220-8-076050-196/
Maison,4 pièces,119,Vouhé,79310,122 475,nouvelle-aquitaine,3,,No,No,0,680,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-vouhe-79310-5-076050-387/
Maison,3 pièces,73,Couzeix,87270,149 800,nouvelle-aquitaine,2,,No,No,0,546,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-couzeix-87270-2406-119015-127/
Maison,5 pièces,174,Royan- Maine Arnaud - Maine Geoffroy,17200,460 000,nouvelle-aquitaine,4,,No,No,0,550,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-royan-17200-1798-089932-822/
Maison,4 pièces,96,Le Vignau,40270,181 000,nouvelle-aquitaine,3,,No,No,0,8850,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-le-vignau-40270-4613-044039-034/
Maison,3 pièces,72,Châtellerault- Centre-ville,86100,107 000,nouvelle-aquitaine,2,,No,No,0,597,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-chatellerault-86100-831-076049-788/
Appartement,3 pièces,105,Bordeaux- Croix Blanche,33000,429 000,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-bordeaux-33000-4d435722-f365-4299-be73-fb4b39899419/
Maison,7 pièces,170,Médis,17600,316 500,nouvelle-aquitaine,6,1,No,No,0,386,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-medis-17600-50-089038-675/
Maison,6 pièces,143,La Rochelle- Fétilly,17000,1 029 000,nouvelle-aquitaine,5,1,No,No,0,1017,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-la-rochelle-17000-6821-022008-864/
Maison,3 pièces,75,Chénérailles,23130,34 000,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-chenerailles-23130-37901-105001-315/
Maison,7 pièces,187,Saint-Agnant,17620,232 100,nouvelle-aquitaine,5,2,No,No,0,277,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-saint-agnant-17620-2888-089025-333/
Maison,4 pièces,79,Lussat,23170,34 000,nouvelle-aquitaine,3,,No,No,0,250,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-lussat-23170-38251-105001-569/
Maison,3 pièces,65,Saint-Chabrais,23130,57 000,nouvelle-aquitaine,2,,No,No,0,780,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-saint-chabrais-23130-38124-105001-581/
Maison,4 pièces,90,Gouzon,23230,150 000,nouvelle-aquitaine,3,1,No,No,0,688,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-gouzon-23230-38119-105001-671/
Maison,14 pièces,245,Pau- Dufau - Tourasse,64000,371 000,nouvelle-aquitaine,8,2,No,No,0,341,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t14-pau-64000-1597-102036-650/
Maison,5 pièces,153,Boussac,23600,293 000,nouvelle-aquitaine,4,,No,No,0,508,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-boussac-23600-38281-105001-885/
Appartement,4 pièces,85,Orthez,64300,98 000,nouvelle-aquitaine,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-orthez-64300-566-102039-994/
Appartement,2 pièces,42,Orthez,64300,82 500,nouvelle-aquitaine,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-orthez-64300-580-102039-664/
Maison,4 pièces,123,Maucor,64160,298 000,nouvelle-aquitaine,3,1,No,No,0,6263,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-maucor-64160-1113-102034-348/
Maison,4 pièces,140,Limoges- Limoges Ouest - Ruchoux,87100,299 000,nouvelle-aquitaine,3,1,No,No,0,967,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-limoges-87100-17907-119022-013/
Appartement,5 pièces,148,Limoges- Limoges Ouest - CHU,87000,190 000,nouvelle-aquitaine,5,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t5-limoges-87000-6231-119008-560/
Maison,5 pièces,150,La Brée-les-Bains,17840,778 000,nouvelle-aquitaine,4,,No,No,0,356,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-la-bree-les-bains-17840-8870-089930-401/
Appartement,3 pièces,65,Limoges- Limoges Nord,87100,66 000,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-limoges-87100-6800-119008-294/
Maison,5 pièces,135,Saint-Pierre-d'Oléron,17310,899 300,nouvelle-aquitaine,4,,No,No,0,1456,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-saint-pierre-d-oleron-17310-8803-089009-002/
Appartement,2 pièces,60,Limoges- Limoges Ouest - Ruchoux,87100,70 000,nouvelle-aquitaine,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-limoges-87100-17881-119022-614/
Appartement,5 pièces,148,Limoges- Limoges Ouest - CHU,87000,190 000,nouvelle-aquitaine,5,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t5-limoges-87000-6231-119008-560/
Appartement,3 pièces,65,Limoges- Limoges Nord,87100,66 000,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-limoges-87100-6800-119008-294/
Maison,5 pièces,135,Saint-Pierre-d'Oléron,17310,899 300,nouvelle-aquitaine,4,,No,No,0,1456,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-saint-pierre-d-oleron-17310-8803-089009-002/
Appartement,2 pièces,60,Limoges- Limoges Ouest - Ruchoux,87100,70 000,nouvelle-aquitaine,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-limoges-87100-17881-119022-614/
Maison,5 pièces,134,Limoges- Limoges Nord,87000,208 500,nouvelle-aquitaine,3,,No,No,0,324,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-limoges-87000-6653-119008-657/
Appartement,6 pièces,220,Limoges- Centre-ville,87000,639 000,nouvelle-aquitaine,5,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t6-limoges-87000-6830-119008-867/
Appartement,2 pièces,68,Limoges- Centre-ville,87000,77 500,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-limoges-87000-6880-119008-108/
Appartement,3 pièces,70,Limoges- Limoges Ouest - CHU,87000,61 000,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-limoges-87000-6905-119008-007/
Appartement,3 pièces,78,Bayonne- Arènes,64100,456 000,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-bayonne-64100-4760-067022-038/
Appartement,4 pièces,72,Limoges- Limoges Ouest - Ruchoux,87100,69 000,nouvelle-aquitaine,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-limoges-87100-6844-119008-172/
Appartement,3 pièces,74,Limoges- Centre-ville,87000,99 000,nouvelle-aquitaine,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-limoges-87000-6367-119008-364/
Appartement,3 pièces,102,Limoges- Limoges Ouest - CHU,87000,139 900,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-limoges-87000-6794-119008-051/
Appartement,3 pièces,56,Limoges- Limoges Ouest - CHU,87000,89 000,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-limoges-87000-6189-119008-083/
Maison,3 pièces,64,Limoges- Limoges Nord,87270,151 000,nouvelle-aquitaine,2,,No,No,0,138,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-limoges-87270-6501-119008-895/
Maison,5 pièces,106,Isle,87170,297 000,nouvelle-aquitaine,4,1,No,No,0,1849,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-isle-87170-6984-119008-873/
Maison,5 pièces,117,Isle,87170,244 500,nouvelle-aquitaine,4,1,No,No,0,595,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-isle-87170-6912-119008-703/
Maison,5 pièces,130,Isle,87170,329 000,nouvelle-aquitaine,4,1,No,No,0,1571,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-isle-87170-6774-119008-377/
Appartement,3 pièces,80,Limoges- Centre-ville,87000,177 000,nouvelle-aquitaine,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-limoges-87000-6870-119008-620/
Maison,4 pièces,107,Limoges- Limoges Ouest - Ruchoux,87100,279 700,nouvelle-aquitaine,3,,No,No,0,606,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-limoges-87100-2599-119020-238/
Appartement,2 pièces,65,Limoges- Limoges Ouest - Ruchoux,87100,139 900,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-limoges-87100-6893-119008-560/
