Type,Rooms,Size,Location,Zip code,Price,Region,Bedrooms,Bathrooms,Equipped kitchen,Terrace/Balcony,Parking space,Ground,Garage,Pool,Cellar,Construction date,Construction materials,Website
Appartement,3 pièces,57,Saint-Georges-de-Didonne- Didonne - Boubes - Suzac,17110,238 000,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-saint-georges-de-didonne-17110-2939-089928-780/
Appartement,3 pièces,57,Saint-Georges-de-Didonne- Didonne - Boubes - Suzac,17110,258 000,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-saint-georges-de-didonne-17110-2937-089928-954/
Appartement,3 pièces,68,Limoges- Limoges Ouest - CHU,87000,92 600,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-limoges-87000-7893-119909-121/
Appartement,4 pièces,86,Limoges- Centre-ville,87000,127 000,nouvelle-aquitaine,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-limoges-87000-6827-119008-994/
Maison,4 pièces,99,Saint-Pantaléon-de-Larche,19600,226 000,nouvelle-aquitaine,3,,No,No,0,678,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-pantaleon-de-larche-19600-192997-101034-036/
Maison,4 pièces,86,Saint-Amand-Magnazeix,87290,92 600,nouvelle-aquitaine,3,,No,No,0,3613,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-amand-magnazeix-87290-7927-119001-061/
Maison,6 pièces,133,Limoges- Limoges Nord,87100,249 000,nouvelle-aquitaine,4,1,No,No,0,276,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-limoges-87100-6959-119008-826/
Maison,9 pièces,220,Limoges- Centre-ville,87100,329 000,nouvelle-aquitaine,9,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t9-limoges-87100-6742-119008-985/
Maison,3 pièces,62,Saint-Agnant,17620,128 000,nouvelle-aquitaine,2,,No,No,0,731,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-saint-agnant-17620-2885-089025-852/
Appartement,2 pièces,42,Saint-Paul-lès-Dax- Albine - Beliot - Hayet - Ristaou,40990,159 000,nouvelle-aquitaine,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-saint-paul-les-dax-40990-8422-044931-654/
Appartement,2 pièces,67,La Rochelle- Vieux-port,17000,354 250,nouvelle-aquitaine,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-la-rochelle-17000-6824-022008-173/
Appartement,4 pièces,166,Bayonne- Arènes,64100,750 000,nouvelle-aquitaine,3,3,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-bayonne-64100-2692-067053-178/
Maison,6 pièces,150,Cassen,40380,265 000,nouvelle-aquitaine,5,,No,No,0,2310,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-cassen-40380-836-044052-567/
Maison,5 pièces,126,Bonnac-la-Côte,87270,129 500,nouvelle-aquitaine,4,,No,No,0,2705,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-bonnac-la-cote-87270-7926-119001-495/
Maison,6 pièces,147,Dax- Saubagnacq - Berre,40100,549 000,nouvelle-aquitaine,5,,No,No,0,100,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-dax-40100-862-044052-494/
Maison,6 pièces,88,Angoulême- Ma Campagne,16000,120 000,nouvelle-aquitaine,3,1,No,No,0,774,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-angouleme-16000-3631-101032-206/
Maison,4 pièces,84,Bourcefranc-le-Chapus,17560,274 450,nouvelle-aquitaine,3,1,No,No,0,916,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-bourcefranc-le-chapus-17560-11587-089901-700/
Maison,4 pièces,150,Le Gua,17600,280 900,nouvelle-aquitaine,3,,No,No,0,2568,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-le-gua-17600-3842-089027-024/
Appartement,3 pièces,63,Limoges- Centre-ville,87000,82 800,nouvelle-aquitaine,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-limoges-87000-17880-119022-075/
Appartement,5 pièces,109,Limoges- Centre-ville,87100,169 000,nouvelle-aquitaine,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t5-limoges-87100-17824-119919-178/
Appartement,2 pièces,41,Brive-la-Gaillarde- Bossuet - Danton,19100,58 000,nouvelle-aquitaine,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-brive-la-gaillarde-19100-192796-101034-288/
Maison,3 pièces,88,Orthevielle,40300,249 000,nouvelle-aquitaine,2,,No,No,0,882,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-orthevielle-40300-4497-044034-670/
Maison,3 pièces,80,Aire-sur-l'Adour,40800,182 000,nouvelle-aquitaine,2,1,No,No,0,900,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-aire-sur-l-adour-40800-4614-044039-451/
Maison,1 pièce,190,Orthevielle,40300,129 000,nouvelle-aquitaine,1,,No,No,0,800,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t1-orthevielle-40300-4450-044034-193/
Maison,4 pièces,136,Aigrefeuille-d'Aunis,17290,299 520,nouvelle-aquitaine,3,1,No,No,0,1494,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-aigrefeuille-d-aunis-17290-4916-022916-414/
Maison,4 pièces,92,Vaux-sur-Mer- Centre-ville - Lac,17640,438 480,nouvelle-aquitaine,3,,No,No,0,357,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-vaux-sur-mer-17640-2785-089017-346/
Appartement,3 pièces,62,Labenne,40530,260 760,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-labenne-40530-296-044060-068/
Maison,4 pièces,98,Saint-Maxire,07605,220 500,nouvelle-aquitaine,3,,No,No,0,687,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-maxire-3-076050-145/
Maison,3 pièces,64,Loix,17111,499 000,nouvelle-aquitaine,2,1,No,No,0,106,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-loix-17111-8768-022925-450/
Appartement,3 pièces,98,Arcachon- Aiguillon,33120,1 248 000,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-arcachon-33120-3488-030932-631/
Maison,4 pièces,85,La Flotte,17630,763 200,nouvelle-aquitaine,3,,No,No,0,268,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-la-flotte-17630-8836-022924-240/
Maison,3 pièces,76,Bayonne- Centre-ville - Hôtel de Ville,64100,515 000,nouvelle-aquitaine,2,2,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-bayonne-64100-986-067048-111/
Maison,4 pièces,128,Saint-Agnant,17620,199 900,nouvelle-aquitaine,3,1,No,No,0,114,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-agnant-17620-2872-089025-660/
Maison,3 pièces,137,Anglet- Cinq Cantons,64600,883 000,nouvelle-aquitaine,3,,No,No,0,800,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-anglet-64600-3761-067058-473/
Maison,5 pièces,232,Saint-Just-le-Martel,87590,450 000,nouvelle-aquitaine,4,1,No,No,0,2087,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-saint-just-le-martel-87590-7832-119909-316/
Maison,4 pièces,92,La Rochelle- Fétilly,17000,659 500,nouvelle-aquitaine,3,1,No,No,0,347,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-la-rochelle-17000-7084-022927-420/
Maison,5 pièces,110,Annepont,17350,265 185,nouvelle-aquitaine,4,1,No,No,0,2416,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-annepont-17350-11e42f43-6326-496f-b7ac-00eec6e8607e/
Maison,5 pièces,102,Sainte-Marie-de-Ré,17740,810 900,nouvelle-aquitaine,4,,No,No,0,508,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-sainte-marie-de-re-17740-8848-022923-333/
Maison,5 pièces,151,Saintes- La Gare - Sébastien de Brouard - La Fenêtre,17100,299 980,nouvelle-aquitaine,4,1,No,No,0,114,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-saintes-17100-314-089036-175/
Maison,4 pièces,117,Rion-des-Landes,40370,290 000,nouvelle-aquitaine,3,1,No,No,0,1252,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-rion-des-landes-40370-3939-044057-050/
Maison,4 pièces,121,Mugron,40250,189 000,nouvelle-aquitaine,3,1,No,No,0,697,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-mugron-40250-3851-044057-139/
Maison,3 pièces,121,Ondres,40440,320 000,nouvelle-aquitaine,2,,No,No,0,818,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-ondres-40440-34-044066-812/
Appartement,3 pièces,69,Ondres,40440,339 200,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-ondres-40440-35-044066-188/
Maison,4 pièces,81,Royan- Maine Arnaud - Maine Geoffroy,17200,470 250,nouvelle-aquitaine,3,1,No,No,0,176,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-royan-17200-5876-089015-829/
Appartement,2 pièces,54,Ciboure,64500,365 780,nouvelle-aquitaine,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-ciboure-64500-3152-067045-665/
Maison,2 pièces,94,Saint-Augustin,17570,242 650,nouvelle-aquitaine,1,1,No,No,0,317,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t2-saint-augustin-17570-5900-089015-459/
Appartement,4 pièces,84,Mont-de-Marsan- Saint-Jean d'Août,40000,105 000,nouvelle-aquitaine,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-mont-de-marsan-40000-2178-044054-999/
Maison,4 pièces,130,Saint-Nazaire-sur-Charente,17780,279 900,nouvelle-aquitaine,3,,No,No,0,1079,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-nazaire-sur-charente-17780-2816-089025-905/
Maison,5 pièces,112,Port-des-Barques,17730,315 000,nouvelle-aquitaine,4,,No,No,0,3274,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-port-des-barques-17730-2866-089025-916/
Maison,4 pièces,85,Les Mathes- La Palmyre,17570,496 000,nouvelle-aquitaine,3,,No,No,0,529,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-les-mathes-17570-5866-089917-789/
Maison,3 pièces,84,Les Mathes- La Palmyre,17570,399 000,nouvelle-aquitaine,2,,No,No,0,488,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-les-mathes-17570-5864-089917-581/
Maison,4 pièces,60,Les Mathes- La Palmyre,17570,273 000,nouvelle-aquitaine,3,,No,No,0,90,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-les-mathes-17570-5871-089917-496/
Maison,4 pièces,72,Angoulême- Victor Hugo,16006,197 000,nouvelle-aquitaine,2,,No,No,0,560,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-angouleme-16006-3614-101032-726/
Maison,5 pièces,150,Labenne,40530,630 000,nouvelle-aquitaine,4,1,No,No,0,750,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-labenne-40530-282-044060-744/
Maison,4 pièces,105,Saint-Martin-de-Hinx,40390,326 000,nouvelle-aquitaine,3,,No,No,0,2500,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-martin-de-hinx-40390-2899-044002-933/
Maison,3 pièces,184,Saint-Xandre,17138,250 000,nouvelle-aquitaine,2,,No,No,0,225,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-saint-xandre-17138-9272-022023-366/
Maison,4 pièces,126,Rochefort- La Forêt Guérinau - Bois Bernard - Chargrinerie,17300,299 500,nouvelle-aquitaine,3,1,No,No,0,605,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-rochefort-17300-1517-089024-959/
Maison,4 pièces,95,Labenne,40530,630 000,nouvelle-aquitaine,3,,No,No,0,545,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-labenne-40530-291-044060-031/
Maison,3 pièces,107,Surgères,17700,195 000,nouvelle-aquitaine,2,1,No,No,0,137,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-surgeres-17700-4891-022037-629/
Maison,6 pièces,180,Saint-Sever,40500,69 000,nouvelle-aquitaine,4,1,No,No,0,515,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-saint-sever-40500-d57997d3-54f3-4cd4-bd45-753ffc6479e4/
Maison,4 pièces,133,Saint-Vincent-de-Tyrosse,40230,299 000,nouvelle-aquitaine,3,1,No,No,0,503,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-vincent-de-tyrosse-40230-1684-044049-474/
Appartement,3 pièces,82,Biarritz- Saint-Martin - Lahouze - Verdun,64200,230 000,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-biarritz-64200-77-067059-789/
Maison,4 pièces,93,Pau- Le Hameau,64000,266 500,nouvelle-aquitaine,2,,No,No,0,219,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-pau-64000-1037-102035-675/
Appartement,3 pièces,59,Le Bouscat- Centre-ville - Robert Schuman,33110,327 900,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-le-bouscat-33110-650-030025-996/
Appartement,2 pièces,49,Limoges- Limoges Sud,87000,89 000,nouvelle-aquitaine,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-limoges-87000-78-119023-252/
Appartement,2 pièces,48,Limoges- Limoges Sud,87000,75 000,nouvelle-aquitaine,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-limoges-87000-7790-119001-693/
Maison,8 pièces,250,Boisseuil,87220,338 000,nouvelle-aquitaine,6,1,No,No,0,2500,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t8-boisseuil-87220-75-119023-162/
Appartement,2 pièces,42,La Rochelle- Les Minimes,17000,274 300,nouvelle-aquitaine,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-la-rochelle-17000-7140-022927-179/
Maison,2 pièces,56,La Rochelle- Tasdon,17000,315 000,nouvelle-aquitaine,1,,No,No,0,295,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t2-la-rochelle-17000-3311-022030-464/
Maison,10 pièces,367,Brax,47310,455 000,nouvelle-aquitaine,7,,No,No,0,13000,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t10-brax-47310-191-126011-770/
Maison,19 pièces,789,Soumoulou,64420,422 000,nouvelle-aquitaine,16,,No,No,0,3327,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t19-soumoulou-64420-1607-102921-204/
Maison,6 pièces,200,Bahus-Soubiran,40320,347 500,nouvelle-aquitaine,5,,No,No,0,3462,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-bahus-soubiran-40320-312-044935-595/
Maison,4 pièces,83,Médis,17600,295 400,nouvelle-aquitaine,3,1,No,No,0,2433,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-medis-17600-53-089038-741/
Maison,2 pièces,75,Saint-Pierre-d'Oléron,17310,200 600,nouvelle-aquitaine,1,,No,No,0,740,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t2-saint-pierre-d-oleron-17310-8878-089930-402/
Maison,4 pièces,117,Étaules,17750,369 250,nouvelle-aquitaine,3,,No,No,0,820,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-etaules-17750-5874-089929-054/
Maison,4 pièces,88,Séreilhac,87620,188 000,nouvelle-aquitaine,3,1,No,No,0,1100,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-sereilhac-87620-6967-119918-097/
Maison,5 pièces,95,Le Château-d'Oléron,17480,485 600,nouvelle-aquitaine,4,,No,No,0,750,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-le-chateau-d-oleron-17480-207-089035-140/
Appartement,3 pièces,67,Anglet- Chassin,64600,210 000,nouvelle-aquitaine,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-anglet-64600-894-067057-627/
Maison,7 pièces,260,Saint-Pierre-d'Oléron,17310,445 000,nouvelle-aquitaine,6,,No,No,0,409,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-saint-pierre-d-oleron-17310-213-089035-432/
Maison,4 pièces,99,Le Château-d'Oléron,17480,367 000,nouvelle-aquitaine,3,,No,No,0,730,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-le-chateau-d-oleron-17480-231-089035-800/
Maison,5 pièces,120,Dolus-d'Oléron,17550,339 960,nouvelle-aquitaine,4,1,No,No,0,859,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-dolus-d-oleron-17550-175-089035-906/
Maison,3 pièces,81,Médis,17600,233 200,nouvelle-aquitaine,2,,No,No,0,626,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-medis-17600-65-089038-965/
Maison,4 pièces,145,Médis,17600,149 000,nouvelle-aquitaine,2,1,No,No,0,184,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-medis-17600-34-089038-104/
Appartement,4 pièces,108,La Rochelle- Rompsay,17000,693 000,nouvelle-aquitaine,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-la-rochelle-17000-7086-022927-905/
Maison,2 pièces,140,Saint-Pierre-d'Oléron,17310,252 600,nouvelle-aquitaine,1,,No,No,0,263,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t2-saint-pierre-d-oleron-17310-214-089035-389/
Maison,2 pièces,148,Saint-Pierre-d'Oléron,17310,242 200,nouvelle-aquitaine,1,,No,No,0,249,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t2-saint-pierre-d-oleron-17310-212-089035-927/
Maison,1 pièce,142,Rivedoux-Plage,17940,426 000,nouvelle-aquitaine,,,No,No,0,119,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t1-rivedoux-plage-17940-1381-022031-922/
Maison,2 pièces,42,Le Château-d'Oléron,17480,190 200,nouvelle-aquitaine,1,,No,No,0,238,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t2-le-chateau-d-oleron-17480-232-089035-375/
Maison,4 pièces,84,Le Passage,47520,173 000,nouvelle-aquitaine,3,,No,No,0,244,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-le-passage-47520-188-126011-212/
Appartement,2 pièces,41,Labenne,40530,180 000,nouvelle-aquitaine,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-labenne-40530-2893-044002-742/
Appartement,3 pièces,65,Échillais,17620,160 100,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-echillais-17620-2247-089028-135/
Appartement,4 pièces,89,Morcenx,40110,150 000,nouvelle-aquitaine,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-morcenx-40110-2246-044928-396/
Appartement,4 pièces,86,Royan- Saint-Pierre,17200,556 400,nouvelle-aquitaine,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-royan-17200-68-089038-952/
Maison,5 pièces,160,Médis,17600,852 800,nouvelle-aquitaine,4,,No,No,0,751,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-medis-17600-62-089038-267/
Maison,4 pièces,127,Trizay,17250,221 000,nouvelle-aquitaine,3,,No,No,0,1501,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-trizay-17250-2831-089025-472/
Appartement,3 pièces,84,Saint-Agnant,17620,148 500,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-saint-agnant-17620-2876-089025-359/
Appartement,2 pièces,51,Rochefort- Centre-ville,17300,138 500,nouvelle-aquitaine,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-rochefort-17300-2883-089025-174/
Appartement,1 pièce,49,Rochefort- Centre-ville,17300,138 500,nouvelle-aquitaine,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t1-rochefort-17300-2833-089025-280/
Appartement,3 pièces,56,Limoges- Limoges Ouest - CHU,87000,66 000,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-limoges-87000-2307-119020-113/
Maison,5 pièces,140,La Rochefoucauld,16110,109 000,nouvelle-aquitaine,4,,No,No,0,201,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-la-rochefoucauld-16110-c8f1558c-bdb8-4838-a0cf-b4dd90c2e2dc/
Maison,4 pièces,76,Saint-Georges-d'Oléron- Saint-Georges-d'Oléron - Chéray - Sauzelle,17190,127 800,nouvelle-aquitaine,3,,No,No,0,59,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-georges-d-oleron-17190-228-089035-965/
Appartement,4 pièces,74,Limoges- Limoges Ouest - CHU,87000,129 900,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-limoges-87000-7915-119001-784/
Appartement,3 pièces,62,Saint-Jean-de-Luz- Bailenia - Chantaco - Forgosse - Sopitenia - Behereco Borda,64500,399 000,nouvelle-aquitaine,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-saint-jean-de-luz-64500-13355-067011-184/
Maison,4 pièces,90,Brive-la-Gaillarde- Pompidou,19100,173 000,nouvelle-aquitaine,3,1,No,No,0,410,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-brive-la-gaillarde-19100-192998-101034-208/
Maison,3 pièces,116,Vouhé,17700,138 000,nouvelle-aquitaine,2,,No,No,0,760,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-vouhe-17700-4797-022037-433/
Maison,4 pièces,215,Poey-d'Oloron,64400,300 000,nouvelle-aquitaine,3,,No,No,0,3092,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-poey-d-oloron-64400-1923-102038-224/
Maison,6 pièces,189,Louvie-Juzon,64260,296 800,nouvelle-aquitaine,4,2,No,No,0,580,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-louvie-juzon-64260-1872-102038-177/
Maison,6 pièces,222,Rochefort- Centre-ville,17300,616 550,nouvelle-aquitaine,5,1,No,No,0,231,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-rochefort-17300-8a450e02-5c03-42f2-8c77-e97f9ef61474/
Maison,5 pièces,82,Arette,64570,213 500,nouvelle-aquitaine,4,,No,No,0,10,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-arette-64570-1875-102038-133/
Maison,4 pièces,67,Laruns,64440,192 500,nouvelle-aquitaine,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-laruns-64440-1909-102038-630/
Appartement,3 pièces,82,Brive-la-Gaillarde- Hôpital,19100,248 000,nouvelle-aquitaine,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-brive-la-gaillarde-19100-192991-101034-605/
Maison,5 pièces,137,Breuillet,17920,520 000,nouvelle-aquitaine,4,,No,No,0,825,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-breuillet-17920-1795-089031-635/
Maison,3 pièces,55,Pessac- Verthamon - Haut Biron,33600,282 225,nouvelle-aquitaine,2,1,No,No,0,389,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-pessac-33600-9271-030073-989/
Maison,3 pièces,96,Pessac- Chiquet,33600,424 000,nouvelle-aquitaine,2,1,No,No,0,878,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-pessac-33600-9272-030073-490/
Maison,5 pièces,199,Rontignon,64110,279 000,nouvelle-aquitaine,3,1,No,No,0,1200,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-rontignon-64110-17552-102019-109/
Maison,4 pièces,74,Géronce,64400,164 500,nouvelle-aquitaine,3,,No,No,0,1047,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-geronce-64400-1926-102038-463/
